"Restaurant Name	",Business Vertical,Tags,Competitor,Opening Hours,City Code,City Name,Address,Country,lat,lng,Google_id,Google_reviews,Google_grade,Google_maps_url,phone,created_at,updated_at
Fry Away - Belgian Fries,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Haralambie Botescu 16A, BucureÈ™ti 010841, Romania",Romania,44.445256,26.0809314,ChIJZzx0SWX_sUAR5_0bjNikyZE,4.6,65,https://maps.google.com/?cid=10505108855788928487,+40 737 357 434,27/07/2020 23:33:18,27/07/2020 23:33:18
Salad Box Baneasa,restaurant,"food,point_of_interest,establishment",Tazz,12:00-19:45,BUC,București,"Șoseaua București-Ploiești 42D, București 015011, Romania",Romania,44.5056805,26.0891615,ChIJveA3MOQCskARvOhGWE1HZIA,3.1,34,https://maps.google.com/?cid=9251597932044937404,+40 730 725 230,27/07/2020 23:33:19,27/07/2020 23:33:19
Osho,restaurant,"food,point_of_interest,establishment",Tazz,12:00-21:30,BUC,București,"Bulevardul Primăverii 19-21, București 011972, Romania",Romania,44.4681944,26.0896806,ChIJ8emg6g0CskARq2l2ieuYQ9M,4.6,2136,https://maps.google.com/?cid=15223179302833383851,+40 21 568 3031,27/07/2020 23:33:20,27/07/2020 23:33:20
Yoshi,restaurant,"food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Strada Banul Antonache 40-44, BucureÈ™ti, Romania",Romania,44.4612767,26.1003874,ChIJnSkTsqf4sUAR88xBDIFg5Ow,4.5,440,https://maps.google.com/?cid=17069874595013709043,+40 31 429 0280,27/07/2020 23:33:22,27/07/2020 23:33:22
Zen sushi Caramfil,restaurant,"food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Strada Cretei 3, BucureÈ™ti 077190, Romania",Romania,44.481515,26.091953,ChIJ8aUeH2YCskARasMIxH1zgHc,4.7,354,https://maps.google.com/?cid=8611009471529403242,+40 726 445 599,27/07/2020 23:33:26,27/07/2020 23:33:26
Zen sushi Tineretului,restaurant,"food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Bulevardul Dimitrie Cantemir 27, BucureÈ™ti 040238, Romania",Romania,44.4153275,26.1047847,ChIJHz_WQgT_sUAR-7dwr1_2b0Y,4.4,437,https://maps.google.com/?cid=5075546195895564283,+40 799 555 050,27/07/2020 23:33:28,27/07/2020 23:33:28
Pasta del Popolo,restaurant,"food,point_of_interest,store,establishment",Tazz,12:00-21:00,BUC,București,"Strada Zăgazului 21-25, București 014261, Romania",Romania,44.4789681,26.0939659,ChIJMZQKwQsDskARjTbMHmPfnb0,4.6,31,https://maps.google.com/?cid=13663322461323409037,+40 752 010 583,27/07/2020 23:33:29,27/07/2020 23:33:29
Camionetta pizzeria baneasa,restaurant,"food,point_of_interest,establishment",Tazz,11:45-22:00,BUC,București,"Splaiul Unirii 165, BucureÈ™ti 040042, Romania",Romania,44.4170045,26.1152262,ChIJAUbtpBv_sUARlouJhCl7Mrs,4.2,14,https://maps.google.com/?cid=13488979252175539094,+40 721 233 276,27/07/2020 23:33:31,27/07/2020 23:33:31
Kanpai,restaurant,"food,point_of_interest,establishment",Tazz,12:00-21:45,BUC,București,"011692, Strada George Călinescu 49, București, Romania",Romania,44.4621451,26.0992769,ChIJv28Bnqf4sUARhE1l2uFEwQ0,4.4,795,https://maps.google.com/?cid=991149129820622212,+40 371 184 961,27/07/2020 23:33:32,27/07/2020 23:33:32
Fomizza,restaurant,"food,point_of_interest,establishment",Tazz,12:00-21:30,BUC,București,"Bulevardul Ion Mihalache 20, BucureÈ™ti 011171, Romania",Romania,44.454853,26.081575,ChIJN9_Zs4cDskARl-HSxsINztM,4.3,87,https://maps.google.com/?cid=15262151317415715223,+40 743 664 992,27/07/2020 23:33:34,27/07/2020 23:33:34
Magazin Hard Rock Cafe,restaurant,"food,point_of_interest,establishment",Tazz,12:00-21:00,BUC,București,"Şoseaua Pavel D. Kiseleff nr. 32, București 011343, Romania",Romania,44.4767378,26.0758791,ChIJN_T9e0ACskARHQr_fgTFJQk,4.6,7184,https://maps.google.com/?cid=659149543580830237,+40 754 400 900,27/07/2020 23:33:36,27/07/2020 23:33:36
Casa di David,restaurant,"food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Șoseaua Nordului 1D, București 014101, Romania",Romania,44.475727,26.089752,ChIJNUcvhUD_sUAR-vQmSVZXyHQ,4.4,664,https://maps.google.com/?cid=8415071931847865594,+40 21 232 4715,27/07/2020 23:33:37,27/07/2020 23:33:37
Just bite,restaurant,"food,point_of_interest,establishment",Tazz,11:30-20:30,BUC,București,"Splaiul Independenței 319, București 061344, Romania",Romania,44.4435392,26.047373,ChIJN4oaZjYBskARBDgoeLjZ3Go,5,7,https://maps.google.com/?cid=7700268849209817092,+40 721 990 172,27/07/2020 23:33:38,27/07/2020 23:33:38
Japanos Floreasca,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"011692, Strada George Călinescu 49, București, Romania",Romania,44.4621451,26.0992769,ChIJv28Bnqf4sUARhE1l2uFEwQ0,4.4,795,https://maps.google.com/?cid=991149129820622212,+40 371 184 961,27/07/2020 23:33:40,27/07/2020 23:33:40
Japanos Victoriei,restaurant,"food,point_of_interest,establishment",Tazz,12:00-21:00,BUC,București,"Bulevardul Aviatorilor 8, BucureÈ™ti 011861, Romania",Romania,44.4542038,26.0865425,ChIJp2UUNgACskARMipN3hwIIEU,4.2,457,https://maps.google.com/?cid=4980990107953474098,+40 770 710 620,27/07/2020 23:33:41,27/07/2020 23:33:41
Zen sushi Dorobanti,restaurant,"food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Strada George Călinescu 15, București, Romania",Romania,44.4617493,26.0963944,ChIJr2YPPQgCskARBk5l0pYtB2I,4.6,1019,https://maps.google.com/?cid=7063664666352111110,+40 722 161 718,27/07/2020 23:33:42,27/07/2020 23:33:42
The Bazaar,restaurant,"food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Strada Covaci 10, BucureÈ™ti 030096, Romania",Romania,44.4305506,26.1020586,ChIJT_pKNT7_sUAR0GKFDflXRFY,4.4,2027,https://maps.google.com/?cid=6216190112863445712,+40 721 999 999,27/07/2020 23:33:44,27/07/2020 23:33:44
Cherhanaua Ancora,restaurant,"food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Șoseaua Nordului 7-9, București 014101, Romania",Romania,44.4776,26.079886,ChIJWfXux0ECskARRruvypEnEik,4.3,779,https://maps.google.com/?cid=2959471412260092742,+40 721 335 555,27/07/2020 23:33:46,27/07/2020 23:33:46
Burger Van Bistro,restaurant,"food,point_of_interest,establishment",Tazz,11:30-22:00,BUC,București,"Strada George Vraca 4, BucureÈ™ti 030167, Romania",Romania,44.4365283,26.0951101,ChIJL7t5D0T_sUARYeoJbbFhRSo,4.5,1238,https://maps.google.com/?cid=3045948137652480609,+40 720 287 437,27/07/2020 23:33:48,27/07/2020 23:33:48
Pizzeria La Coco,restaurant,"meal_takeaway,bar,food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Bulevardul Ion Mihalache 319B, București 011184, Romania",Romania,44.4694068,26.0568922,ChIJfe2p5S8CskARRYKLwNJ4aXs,4.5,475,https://maps.google.com/?cid=8892771785788588613,+40 754 946 539,27/07/2020 23:33:49,27/07/2020 23:33:49
Dream Pizza,meal_delivery,"bar,restaurant,food,point_of_interest,establishment",Tazz,13:00-22:00,BUC,București,"Drumul Taberei 28, BucureÈ™ti 061386, Romania",Romania,44.424281,26.043971,ChIJcbB7Ts0BskARPr1CQwnavy0,4.3,1397,https://maps.google.com/?cid=3296593185576500542,+40 784 215 514,27/07/2020 23:33:52,27/07/2020 23:33:52
Shaormeria BNC,restaurant,"food,point_of_interest,establishment",Tazz,Deschide maine la 11:30,BUC,București,"Calea Griviței 142, București 010741, Romania",Romania,44.4480128,26.0752102,ChIJ8ScCevsBskAR33906mfSRIQ,4.3,55,https://maps.google.com/?cid=9530974055179780063,+40 771 252 811,27/07/2020 23:33:55,27/07/2020 23:33:55
Zen Sushi Victoriei,restaurant,"food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Strada Grigore Alexandrescu 56, BucureÈ™ti, Romania",Romania,44.4514416,26.09344,ChIJRWCuS6v4sUARh4_R-C8pcrc,4.5,1176,https://maps.google.com/?cid=13218673142300512135,+40 721 755 455,27/07/2020 23:33:58,27/07/2020 23:33:58
In Mici We Trust,restaurant,"food,point_of_interest,establishment",Tazz,12:00-21:00,BUC,București,"Romexpo, Bulevardul Expoziției 1F, București 012101, Romania",Romania,44.475929,26.0665466,ChIJu58qwxADskAR1IFtDIk7HuU,4.2,26,https://maps.google.com/?cid=16509698743791878612,+40 728 138 966,27/07/2020 23:34:00,27/07/2020 23:34:00
Burger Van Home,restaurant,"food,point_of_interest,establishment",Tazz,11:30-22:00,BUC,București,"Strada Speranței 6, București 020993, Romania",Romania,44.4368597,26.1076723,ChIJi4MuNDj_sUARhU2P_tl9adU,4.5,509,https://maps.google.com/?cid=15377960777865448837,+40 733 287 437,27/07/2020 23:34:01,27/07/2020 23:34:01
Check In Longue,restaurant,"night_club,bar,food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Piața Presei Libere 3-5 City Gate - South Tower, 18th Floor, București 013702, Romania",Romania,44.477383,26.071376,ChIJEYRjakcCskARyPSQOLGQn70,4.5,2961,https://maps.google.com/?cid=13663798885298009288,+40 733 501 401,27/07/2020 23:34:04,27/07/2020 23:34:04
Del Popolo shop,restaurant,"food,point_of_interest,store,establishment",Tazz,12:00-21:00,BUC,București,"Strada Zăgazului 21-25, București 014261, Romania",Romania,44.4789681,26.0939659,ChIJMZQKwQsDskARjTbMHmPfnb0,4.6,31,https://maps.google.com/?cid=13663322461323409037,+40 752 010 583,27/07/2020 23:34:05,27/07/2020 23:34:05
Fratellini Delivery,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Calea Floreasca 240B, BucureÈ™ti 014475, Romania",Romania,44.4722924,26.105586,ChIJJ0mb6HUCskARu1fNKSu4PFc,4.5,574,https://maps.google.com/?cid=6286101675426797499,+40 733 229 229,27/07/2020 23:34:06,27/07/2020 23:34:06
La Brasserie Bistro&Lounge,bar,"restaurant,food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"78477 CA-111, La Quinta, CA 92253, United States",Romania,33.7146707,-116.2958061,ChIJk6p4hxn52oAR5bMpABIRNY4,4.4,99,https://maps.google.com/?cid=10247115296161248229,+1 760-771-4400,27/07/2020 23:34:08,27/07/2020 23:34:08
Zen Sushi Sarroglia,restaurant,"food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Strada Vasile Lascăr 59, București 020493, Romania",Romania,44.4424418,26.1096319,ChIJ5R-0ATb_sUAR0jhFMx47JZo,4.6,369,https://maps.google.com/?cid=11107349056874428626,+40 720 353 435,27/07/2020 23:34:09,27/07/2020 23:34:09
Paine si Vin,bakery,"bar,restaurant,food,point_of_interest,store,establishment",Tazz,Deschide azi la 17:00,BUC,București,"Strada Ion Brezoianu 4, București 050023, Romania",Romania,44.4334014,26.0948134,ChIJw2JgnkH_sUAReI6_Dss5hfY,4.6,1715,https://maps.google.com/?cid=17763667849521368696,+40 755 028 448,27/07/2020 23:34:12,27/07/2020 23:34:12
Sugubat,bakery,"food,point_of_interest,store,establishment",Tazz,11:30-21:30,BUC,București,"Strada Ion Câmpineanu 21, București 030167, Romania",Romania,44.4370419,26.0960797,ChIJ4zMq6yP_sUARhgkiOQSjTfQ,5,12,https://maps.google.com/?cid=17603905756994865542,+40 745 579 013,27/07/2020 23:34:13,27/07/2020 23:34:13
Xi Lai,restaurant,"food,point_of_interest,establishment",Tazz,Deschide azi la 17:15,BUC,București,"Strada Popa Tatu nr. 4, BucureÈ™ti 010801, Romania",Romania,44.4402125,26.0865612,ChIJ93DvoYn_sUARFDLl0aC8kB8,4.6,20,https://maps.google.com/?cid=2274525210724348436,+40 759 020 505,27/07/2020 23:34:14,27/07/2020 23:34:14
El Bacha,restaurant,"food,point_of_interest,establishment",Tazz,12:00-19:30,BUC,București,"Piața Alba Iulia 6, București 031104, Romania",Romania,44.4247556,26.1296903,ChIJY5Vq9d7-sUARO_lmVddaHpk,4.3,822,https://maps.google.com/?cid=11033356018001574203,+40 21 269 1392,27/07/2020 23:34:16,27/07/2020 23:34:16
Gelato D`Amore,food,"point_of_interest,store,establishment",Tazz,12:00-19:30,BUC,București,"Strada Știrbei Vodă 62, București 010116, Romania",Romania,44.4399774,26.0885528,ChIJP2XJtHn_sUARcmTiuEgHv-w,4.8,12,https://maps.google.com/?cid=17059361922423612530,+40 771 727 627,27/07/2020 23:34:17,27/07/2020 23:34:17
Energiea,bar,"restaurant,food,point_of_interest,establishment",Tazz,Deschide azi la 17:00,BUC,București,"Strada Ion Brezoianu 4, BucureÈ™ti 050023, Romania",Romania,44.433268,26.094863,ChIJaY6CmEH_sUARe59cp55TT5M,4.5,4034,https://maps.google.com/?cid=10614794787613351803,+40 736 374 432,27/07/2020 23:34:19,27/07/2020 23:34:19
Trattoria Fresca,restaurant,"food,point_of_interest,establishment",Tazz,11:30-21:00,BUC,București,"Strada Popa Nan 140, BucureÈ™ti 030582, Romania",Romania,44.429535,26.1262336,ChIJAb31QCf_sUARMfV-bl0yjXI,4.6,983,https://maps.google.com/?cid=8254309068907148593,+40 731 333 410,27/07/2020 23:34:20,27/07/2020 23:34:20
La Rulota Burgarie si altele,restaurant,"food,point_of_interest,establishment",Tazz,Deschide in 04.08 la 10:30,BUC,București,"Bulevardul Dimitrie Pompeiu 5, București 077190, Romania",Romania,44.4812664,26.1128511,ChIJRZSfvOEDskARzwvO_Sye_YA,5,8,https://maps.google.com/?cid=9294759122036460495,+40 733 985 660,27/07/2020 23:34:22,27/07/2020 23:34:22
Hanul Hangitei,point_of_interest,establishment,Tazz,11:30-21:30,BUC,București,"Bulevardul Mărășești 70-72, București 030167, Romania",Romania,44.4217331,26.1058371,ChIJ-xOpsj__sUARm_khCnFJfBM,3.5,39,https://maps.google.com/?cid=1404077933682882971,+40 744 827 323,27/07/2020 23:34:23,27/07/2020 23:34:23
Dulcegaria,food,"point_of_interest,establishment",Tazz,12:00-21:30,BUC,București,"Strada Buzești 55-57, București 011013, Romania",Romania,44.4495939,26.0831388,ChIJL20j5sUBskARdzmpcn9ILwA,5,7,https://maps.google.com/?cid=13309036127140215,+40 767 106 446,27/07/2020 23:34:24,27/07/2020 23:34:24
JÃ¢â‚¬â„¢ai Bistrot,bar,"point_of_interest,establishment",Tazz,12:00-20:00,BUC,București,"Calea Griviței 55, București 010704, Romania",Romania,44.4447088,26.0856348,ChIJyzG-7wr_sUARSCAltL4IcwA,4.9,9,https://maps.google.com/?cid=32379237480865864,+40 31 426 2047,27/07/2020 23:34:26,27/07/2020 23:34:26
Butoiul cu inghetata,food,"point_of_interest,store,establishment",Tazz,12:00-21:00,BUC,București,"Strada Ion Neculce 65, BucureÈ™ti, Romania",Romania,44.4581511,26.0748284,ChIJsx6VT6UDskARy-8IKSlrdZw,4.2,10,https://maps.google.com/?cid=11274035066718187467,+40 755 522 252,27/07/2020 23:34:27,27/07/2020 23:34:27
Club Expirat,night_club,"bar,point_of_interest,establishment",Tazz,Deschide maine la 18:00,BUC,București,"Strada Doctor Constantin Istrati 1, BucureÈ™ti 040542, Romania",Romania,44.415507,26.092942,ChIJbfBxmEH_sUAR3g-kk-kUZ_Y,4.4,552,https://maps.google.com/?cid=17755183049368408030,+40 733 974 728,27/07/2020 23:34:29,27/07/2020 23:34:29
Gourmet Street Food,restaurant,"food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Strada Piața Amzei 7-9, București 030167, Romania",Romania,44.4435822,26.0944036,ChIJBTfRLFD_sUAR4aHqcZ1Bsd4,4.3,109,https://maps.google.com/?cid=16046679091774661089,+40 729 299 762,27/07/2020 23:34:30,27/07/2020 23:34:30
Draft Pub,restaurant,"food,point_of_interest,establishment",Tazz,12:00-21:30,BUC,București,"Șoseaua Gheorghe Ionescu Sisești 23-25, București, Romania",Romania,44.5020876,26.0574121,ChIJ1ckfjAgDskARx368JHQL5iM,4.6,432,https://maps.google.com/?cid=2586767629431373511,+40 725 277 277,27/07/2020 23:34:31,27/07/2020 23:34:31
Red Angus Steakhouse,restaurant,"food,point_of_interest,establishment",Tazz,12:00-21:30,BUC,București,"Strada Franceză 56, București 030167, Romania",Romania,44.4297836,26.1010722,ChIJIfAf1T__sUARJqLlMB0b6Do,4.1,1219,https://maps.google.com/?cid=4244672460985049638,+40 756 600 000,27/07/2020 23:34:33,27/07/2020 23:34:33
Kilkenny Irish Pub,bar,"restaurant,food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Strada Franceză 48, București 030167, Romania",Romania,44.4299726,26.0999975,ChIJlR_o2D__sUARgZkJ6KWK08Y,4.3,983,https://maps.google.com/?cid=14326947284762859905,+40 751 041 110,27/07/2020 23:34:34,27/07/2020 23:34:34
Costelaria Nord,restaurant,"food,point_of_interest,establishment",Tazz,12:00-22:00,BUC,București,"Str. Barbu Văcărescu 42A, București 020281, Romania",Romania,44.4565055,26.1060049,ChIJxRZeILL5sUARpZYgl2qi6Cg,4.5,221,https://maps.google.com/?cid=2947784534799718053,+40 31 405 5100,27/07/2020 23:34:38,27/07/2020 23:34:38
Camionetta timpuri noi,restaurant,"food,point_of_interest,establishment",Tazz,11:45-22:00,BUC,București,"Splaiul Unirii 165, BucureÈ™ti 040042, Romania",Romania,44.4170045,26.1152262,ChIJAUbtpBv_sUARlouJhCl7Mrs,4.2,14,https://maps.google.com/?cid=13488979252175539094,+40 721 233 276,27/07/2020 23:34:39,27/07/2020 23:34:39
Berestroika,bar,"restaurant,food,point_of_interest,establishment",Tazz,14:00-22:00,BUC,București,"Aleea Căuzași 57, București 030803, Romania",Romania,44.427368,26.113386,ChIJ1TkJkCL_sUARS6_da43mN54,4.2,1381,https://maps.google.com/?cid=11400834476786167627,+40 722 560 300,27/07/2020 23:34:40,27/07/2020 23:34:40
Rocca by The Jar,bar,"restaurant,food,point_of_interest,establishment",Tazz,12:00-19:00,BUC,București,"Strada Theodor Aman Pictor 36, BucureÈ™ti 010779, Romania",Romania,44.4439013,26.0882079,ChIJ9_AdteMAs0ARUmOosM8ht-I,4.5,671,https://maps.google.com/?cid=16336563349215535954,+40 21 314 9133,27/07/2020 23:34:41,27/07/2020 23:34:41
DaBeef,restaurant,"food,point_of_interest,establishment",Tazz,12:00-21:30,BUC,București,"Calea Floreasca 111-113, BucureÈ™ti 014455, Romania",Romania,44.4607401,26.100813,ChIJr_0v2aX5sUARiNR62TePj20,4.5,61,https://maps.google.com/?cid=7894686141838447752,+40 739 835 658,27/07/2020 23:34:43,27/07/2020 23:34:43
Restaurant Minish,restaurant,"food,point_of_interest,establishment",Tazz,12:00-18:00,BUC,București,"Bucharest, Romania",Romania,44.429132,26.1677985,ChIJQZRv7rP-sUARWM_k3oolB8s,4.1,197,https://maps.google.com/?cid=14629703192911597400,+40 769 292 291,27/07/2020 23:34:44,27/07/2020 23:34:44
Pescaderia by Alioli Bucuresti,restaurant,"food,point_of_interest,establishment",Tazz,Deschide in 29.07 la 11:30,BUC,București,"Șoseaua București Nord, Voluntari 077190, Romania",Romania,44.4904963,26.1277901,ChIJl8Zij8r5sUARIaBRJi8yccQ,4.4,29,https://maps.google.com/?cid=14155150281889914913,+40 770 770 710,27/07/2020 23:34:46,27/07/2020 23:34:46
Nikos Greek Taverna,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Bulevardul Burebista 2, București, Romania",Romania,44.4243037,26.1295425,ChIJv-y5Dd7-sUARvRL9wFWoSiY,4.4,1544,https://maps.google.com/?cid=2759202807981347517,+40 730 001 008,27/07/2020 23:34:49,27/07/2020 23:34:49
Maize,restaurant,"food,point_of_interest,establishment",Tazz,Deschide maine la 12:00,BUC,București,"Strada Paris 61A, BucureÈ™ti 011815, Romania",Romania,44.4586529,26.0929978,ChIJmRXznQcCskARSgmRhZ3-2LQ,4.5,412,https://maps.google.com/?cid=13031445474300725578,+40 745 211 234,27/07/2020 23:34:50,27/07/2020 23:34:50
Pizza PPH Viilor,meal_delivery,"meal_takeaway,restaurant,food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Șoseaua Viilor nr 79, București 052034, Romania",Romania,44.408946,26.0905999,ChIJReWprJ3_sUARBMU78d4ZMEA,2.9,273,https://maps.google.com/?cid=4625225262630159620,+40 31 9441,27/07/2020 23:34:52,27/07/2020 23:34:52
La Jar,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Bulevardul Ion Ionescu de la Brad, BucureÈ™ti, Romania",Romania,44.4950544,26.0779477,ChIJW1CgkPgCskARAWeTe7GSgIQ,4.3,353,https://maps.google.com/?cid=9547792501005575937,+40 743 124 519,27/07/2020 23:34:54,27/07/2020 23:34:54
Pizza PPH Lirei,meal_delivery,"meal_takeaway,restaurant,food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Lirei 13, BucureÈ™ti 021421, Romania",Romania,44.440606,26.125346,ChIJw5e-mC3_sUARaSVmUXaPp58,3.2,170,https://maps.google.com/?cid=11504321511475783017,+40 31 9441,27/07/2020 23:34:55,27/07/2020 23:34:55
Japanos Selari,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Splaiul Unirii 165, BucureÈ™ti 040042, Romania",Romania,44.4158397,26.115709,ChIJR-aNOwr_sUAR142tLFqYalA,3.5,8,https://maps.google.com/?cid=5794611383629614551,+40 371 468 737,27/07/2020 23:34:56,27/07/2020 23:34:56
Burger Station,restaurant,"food,point_of_interest,establishment",Tazz,11:45-22:00,BUC,București,"Bulevardul Pipera 64, Voluntari 077190, Romania",Romania,44.5109637,26.139373,ChIJ67Sg3KgCskARxB4OmCOayqo,4.1,203,https://maps.google.com/?cid=12306818409408896708,+40 769 998 465,27/07/2020 23:34:57,27/07/2020 23:34:57
La Placinte Titulescu,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Șoseaua Nicolae Titulescu 12, București, Romania",Romania,44.4523276,26.0796316,ChIJN2AH1_gBskARqx05Z-t-w6A,4.2,928,https://maps.google.com/?cid=11584242216041258411,+40 720 065 005,27/07/2020 23:34:59,27/07/2020 23:34:59
Pizzeria Mamma Mia,meal_delivery,"meal_takeaway,restaurant,food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Calea Giulești 230, București 060286, Romania",Romania,44.467471,26.0318459,ChIJZVXJV_0DskARCppUHzEhrRk,4.8,113,https://maps.google.com/?cid=1850171516781894154,+40 784 614 600,27/07/2020 23:35:02,27/07/2020 23:35:02
Victory Burger,restaurant,"food,point_of_interest,establishment",Tazz,Deschide maine la 12:00,BUC,București,"Strada Luterană 5, București 010161, Romania",Romania,44.4408834,26.0922591,ChIJJ0kSKjf_sUARVwXbb1lQsNw,5,30,https://maps.google.com/?cid=15902298629304157527,+40 758 860 031,27/07/2020 23:35:03,27/07/2020 23:35:03
Corvaris,lodging,"point_of_interest,establishment",Tazz,Inchis,BUC,București,"Șoseaua Olteniței 125, București 041306, Romania",Romania,44.3893241,26.1322706,ChIJAeivW27-sUARukBaGnU87dY,4.1,558,https://maps.google.com/?cid=15487101167247966394,+40 21 332 5146,27/07/2020 23:35:05,27/07/2020 23:35:05
eMAG Lego Baneasa,electronics_store,"point_of_interest,store,establishment",Tazz,12:00-19:30,BUC,București,"Șoseaua București-Ploiești 44C, București 013696, Romania",Romania,44.510278,26.0876946,ChIJXdBNhx8DskAR5d5enHNE-HE,4.4,2568,https://maps.google.com/?cid=8212389183845490405,+40 21 200 5200,27/07/2020 23:35:06,27/07/2020 23:35:06
Karamna,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Calea Dudești 176, București, Romania",Romania,44.4216911,26.1310512,ChIJSYV2Zef-sUAR6hqWpbSP8NU,4.3,889,https://maps.google.com/?cid=15415979530524170986,+40 21 320 8526,27/07/2020 23:35:08,27/07/2020 23:35:08
Switch. Eat At Home,restaurant,"food,point_of_interest,establishment",Tazz,Deschide maine la 12:00,BUC,București,"Calea Griviței 70, București 010734, Romania",Romania,44.445707,26.082423,ChIJu7KGQ_0BskARh4y01wK3jp4,4.7,31,https://maps.google.com/?cid=11425270527522278535,+40 770 382 758,27/07/2020 23:35:09,27/07/2020 23:35:09
Restaurant Mandaloun,restaurant,"food,point_of_interest,establishment",Tazz,12:00-20:00,BUC,București,"Strada Nicolae G. Caramfil Nr. 89, BucureÈ™ti 014142, Romania",Romania,44.4839671,26.0920948,ChIJIxTT_WYCskARU79daL7Dma0,4.5,1136,https://maps.google.com/?cid=12509244662560440147,+40 747 020 469,27/07/2020 23:35:13,27/07/2020 23:35:13
Nabu,restaurant,"food,point_of_interest,establishment",Tazz,Deschide azi la 16:00,BUC,București,"Bulevardul Pache Protopopescu 97, BucureÈ™ti 030167, Romania",Romania,44.4404869,26.1284619,ChIJTfXV9iz_sUARf1pYwemKMwM,4.5,737,https://maps.google.com/?cid=230680742501833343,+40 787 407 043,27/07/2020 23:35:15,27/07/2020 23:35:15
Tasty Decebal,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Bulevardul Decebal nr.3, BucureÈ™ti 030962, Romania",Romania,44.4277534,26.1310869,ChIJJ5DXLtn-sUAR7ACqtClkAJ4,4.1,383,https://maps.google.com/?cid=11385209988280090860,+40 786 777 444,27/07/2020 23:35:18,27/07/2020 23:35:18
BO$$ Mini Burgers Afi,restaurant,"food,point_of_interest,establishment",Tazz,11:30-20:30,BUC,București,"Bulevardul General Vasile Milea 4, BucureÈ™ti 061344, Romania",Romania,44.4308996,26.0528411,ChIJwWvyTDEBskARiPYyguVnv9M,3.5,129,https://maps.google.com/?cid=15258028297984079496,+40 771 198 398,27/07/2020 23:35:20,27/07/2020 23:35:20
Chocoloco Universitate,food,"point_of_interest,store,establishment",Tazz,12:00-22:00,BUC,București,"Bulevardul Nicolae Bălcescu 16, București 030167, Romania",Romania,44.437924,26.101261,ChIJU_yDSBD_sUARAFplHenEFmw,0,0,https://maps.google.com/?cid=7788629111083457024,+40 799 550 000,27/07/2020 23:35:21,27/07/2020 23:35:21
Arabesk,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Bulevardul Pipera 55, Voluntari 077190, Romania",Romania,44.5040265,26.1360796,ChIJ1TvExKACskARPCyTkxYdawI,4.5,164,https://maps.google.com/?cid=174264993386277948,+40 733 322 222,27/07/2020 23:35:24,27/07/2020 23:35:24
Gyros Thessalonikis Gabroveni,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Gabroveni 2, București 030088, Romania",Romania,44.4314623,26.1010373,ChIJ4zpcvT__sUARY3UMXkBNQTc,4.2,3158,https://maps.google.com/?cid=3981548484423349603,+40 770 302 148,27/07/2020 23:35:25,27/07/2020 23:35:25
Ad Hoc,restaurant,"food,point_of_interest,establishment",Tazz,12:00-21:30,BUC,București,"nr., Strada C. A. Rosetti 10, BucureÈ™ti 030167, Romania",Romania,44.440403,26.0984441,ChIJFaM3WU__sUARMCk-FaFthiE,4.4,550,https://maps.google.com/?cid=2415738788744407344,+40 770 214 214,27/07/2020 23:35:27,27/07/2020 23:35:27
Memo Kebab,restaurant,"food,point_of_interest,establishment",Tazz,Inchis,BUC,București,"Strada Mizil 1, BucureÈ™ti 032344, Romania",Romania,44.4097775,26.1778221,ChIJmwJW7CH8sUARfxTk4iLsP_I,4.7,30,https://maps.google.com/?cid=17455930315290973311,+40 735 474 778,27/07/2020 23:35:29,27/07/2020 23:35:29
